,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-10-01,4,3,5,5,25,19,34,27,61
MONTEAGUDO,talla para la edad (t/e),talla baja (tb),2008-10-01,12,3,24,11,61,45,97,59,156
MONTERO,talla para la edad (t/e),talla baja (tb),2008-10-01,32,14,37,7,39,56,108,77,185
MORO MORO,talla para la edad (t/e),talla baja (tb),2008-10-01,0,1,1,1,0,3,1,5,6
MOROCHATA,talla para la edad (t/e),talla baja (tb),2008-10-01,24,15,59,60,46,43,129,118,247
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2008-10-01,1,0,1,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla baja (tb),2008-10-01,0,2,2,1,0,4,2,7,9
OCURI,talla para la edad (t/e),talla baja (tb),2008-10-01,30,38,80,86,81,73,191,197,388
OMEREQUE,talla para la edad (t/e),talla baja (tb),2008-10-01,1,1,1,2,2,2,4,5,9
ORURO,talla para la edad (t/e),talla baja (tb),2008-10-01,87,66,151,95,93,87,331,248,579
PADCAYA,talla para la edad (t/e),talla baja (tb),2008-10-01,3,0,6,3,2,6,11,9,20
PADILLA,talla para la edad (t/e),talla baja (tb),2008-10-01,29,10,14,26,85,86,128,122,250
PAILON,talla para la edad (t/e),talla baja (tb),2008-10-01,5,8,4,6,12,2,21,16,37
PALCA,talla para la edad (t/e),talla baja (tb),2008-10-01,4,0,3,5,5,4,12,9,21
PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2008-10-01,9,5,12,20,21,12,42,37,79
PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2008-10-01,6,5,10,6,19,18,35,29,64
PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2008-10-01,1,1,1,2,5,12,7,15,22
PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,0,2,6,0,6,2,8
PASORAPA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,2,3,4,2,4,5,10,15
PATACAMAYA,talla para la edad (t/e),talla baja (tb),2008-10-01,9,8,15,10,10,15,34,33,67
PAZÑA,talla para la edad (t/e),talla baja (tb),2008-10-01,1,1,10,4,10,10,21,15,36
PELECHUCO,talla para la edad (t/e),talla baja (tb),2008-10-01,6,4,5,13,7,8,18,25,43
POCOATA,talla para la edad (t/e),talla baja (tb),2008-10-01,58,44,83,70,100,86,241,200,441
POCONA,talla para la edad (t/e),talla baja (tb),2008-10-01,1,4,10,7,7,6,18,17,35
POJO (CBBA),talla para la edad (t/e),talla baja (tb),2008-10-01,9,2,9,8,15,13,33,23,56
POOPO,talla para la edad (t/e),talla baja (tb),2008-10-01,3,2,2,0,1,1,6,3,9
PORCO,talla para la edad (t/e),talla baja (tb),2008-10-01,19,21,17,30,8,14,44,65,109
POROMA,talla para la edad (t/e),talla baja (tb),2008-10-01,19,31,46,50,102,74,167,155,322
PORONGO,talla para la edad (t/e),talla baja (tb),2008-10-01,3,1,1,1,1,1,5,3,8
PORTACHUELO,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,0,1,5,5,5,6,11
PORVENIR,talla para la edad (t/e),talla baja (tb),2008-10-01,1,2,0,1,0,1,1,4,5
POSTRER VALLE,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,1,0,1,0,2,0,2
POTOSI,talla para la edad (t/e),talla baja (tb),2008-10-01,123,89,118,79,154,120,395,288,683
PRESTO,talla para la edad (t/e),talla baja (tb),2008-10-01,12,10,37,24,64,42,113,76,189
PUCARA,talla para la edad (t/e),talla baja (tb),2008-10-01,3,1,1,1,9,0,13,2,15
PUCARANI,talla para la edad (t/e),talla baja (tb),2008-10-01,9,6,6,3,10,9,25,18,43
PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2008-10-01,6,12,6,9,15,14,27,35,62
PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2008-10-01,3,5,5,9,16,20,24,34,58
PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2008-10-01,7,2,14,9,11,15,32,26,58
PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2008-10-01,2,0,1,0,2,2,5,2,7
PUERTO RICO,talla para la edad (t/e),talla baja (tb),2008-10-01,5,1,17,11,7,13,29,25,54
PUERTO SILES,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,0,4,0,1,0,5,5
PUERTO SUAREZ,talla para la edad (t/e),talla baja (tb),2008-10-01,2,0,3,3,0,1,5,4,9
PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2008-10-01,20,8,22,32,36,62,78,102,180
PUNA,talla para la edad (t/e),talla baja (tb),2008-10-01,50,32,69,58,120,103,239,193,432
PUNATA,talla para la edad (t/e),talla baja (tb),2008-10-01,28,24,33,20,20,20,81,64,145
QUIABAYA,talla para la edad (t/e),talla baja (tb),2008-10-01,3,2,6,4,4,4,13,10,23
QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2008-10-01,9,13,15,5,5,5,29,23,52
QUIME,talla para la edad (t/e),talla baja (tb),2008-10-01,2,2,7,3,20,15,29,20,49
QUIRUSILLAS,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,0,2,1,0,1,2,3
RAVELO,talla para la edad (t/e),talla baja (tb),2008-10-01,41,43,118,104,193,183,352,330,682
REYES,talla para la edad (t/e),talla baja (tb),2008-10-01,8,4,3,5,1,5,12,14,26
RIBERALTA,talla para la edad (t/e),talla baja (tb),2008-10-01,55,37,90,60,57,38,202,135,337
ROBORE,talla para la edad (t/e),talla baja (tb),2008-10-01,8,2,4,4,2,4,14,10,24
SABAYA,talla para la edad (t/e),talla baja (tb),2008-10-01,5,2,3,0,9,5,17,7,24
SACABA,talla para la edad (t/e),talla baja (tb),2008-10-01,43,22,59,67,67,61,169,150,319
SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-10-01,3,5,5,7,7,13,15,25,40
SACACA,talla para la edad (t/e),talla baja (tb),2008-10-01,72,67,92,93,142,176,306,336,642
SAIPINA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,0,0,1,0,1,0,1
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-10-01,3,3,8,7,24,12,35,22,57
SAMAIPATA,talla para la edad (t/e),talla baja (tb),2008-10-01,1,1,0,3,5,5,6,9,15
SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,1,0,0,0,1,0,1
SAN ANDRES,talla para la edad (t/e),talla baja (tb),2008-10-01,1,2,5,13,7,9,13,24,37
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,1,1,1,0,1,1,3,4
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2008-10-01,1,2,5,3,9,2,15,7,22
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla baja (tb),2008-10-01,2,2,15,9,19,18,36,29,65
SAN BENITO,talla para la edad (t/e),talla baja (tb),2008-10-01,2,1,10,2,8,10,20,13,33
SAN BORJA,talla para la edad (t/e),talla baja (tb),2008-10-01,5,0,6,8,10,12,21,20,41
SAN BUENA VENTURA,talla para la edad (t/e),talla baja (tb),2008-10-01,5,4,4,4,3,9,12,17,29
SAN CARLOS,talla para la edad (t/e),talla baja (tb),2008-10-01,1,2,1,2,3,2,5,6,11
SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2008-10-01,13,14,11,16,10,15,34,45,79
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-10-01,7,3,6,5,5,9,18,17,35
SAN JAVIER(BNI),talla para la edad (t/e),talla baja (tb),2008-10-01,1,2,1,3,1,0,3,5,8
SAN JAVIER(STC),talla para la edad (t/e),talla baja (tb),2008-10-01,0,1,0,0,0,0,0,1,1
SAN JOAQUIN,talla para la edad (t/e),talla baja (tb),2008-10-01,3,5,6,3,2,4,11,12,23
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2008-10-01,4,6,5,4,7,9,16,19,35
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla baja (tb),2008-10-01,5,1,4,4,3,6,12,11,23
SAN JULIAN,talla para la edad (t/e),talla baja (tb),2008-10-01,1,3,7,8,14,22,22,33,55
SAN LORENZO(PND),talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,1,3,1,6,2,9,11
SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2008-10-01,4,5,19,15,20,12,43,32,75
SAN LUCAS,talla para la edad (t/e),talla baja (tb),2008-10-01,64,52,130,122,288,336,482,510,992
SAN MATIAS,talla para la edad (t/e),talla baja (tb),2008-10-01,1,2,0,0,0,0,1,2,3
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,1,0,0,0,1,0,1
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2008-10-01,6,8,16,7,14,11,36,26,62
SAN PEDRO,talla para la edad (t/e),talla baja (tb),2008-10-01,8,3,4,5,5,11,17,19,36
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-10-01,30,26,70,54,63,66,163,146,309
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,0,0,2,3,2,3,5
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,2,2,1,0,3,2,5
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2008-10-01,1,4,5,3,6,9,12,16,28
SAN PEDRO(PND),talla para la edad (t/e),talla baja (tb),2008-10-01,0,1,1,0,1,9,2,10,12
SAN RAMON,talla para la edad (t/e),talla baja (tb),2008-10-01,1,1,2,2,2,1,5,4,9
SANTA ANA,talla para la edad (t/e),talla baja (tb),2008-10-01,9,1,7,4,2,0,18,5,23
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-10-01,133,101,77,106,87,90,297,297,594
SANTA ROSA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,1,3,1,3,4,6,6,12
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,2,1,0,3,2,4,6
SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-10-01,6,8,11,9,38,20,55,37,92
SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-10-01,4,3,5,1,4,0,13,4,17
SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,1,0,2,2,3,2,5
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2008-10-01,1,1,3,5,29,15,33,21,54
SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-10-01,10,1,15,9,35,19,60,29,89
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-10-01,4,4,19,11,25,18,48,33,81
SICAYA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,1,1,4,4,4,5,9,14
SIPE SIPE,talla para la edad (t/e),talla baja (tb),2008-10-01,11,6,15,14,22,21,48,41,89
SOPACHUY,talla para la edad (t/e),talla baja (tb),2008-10-01,15,7,33,24,86,97,134,128,262
SORACACHI,talla para la edad (t/e),talla baja (tb),2008-10-01,10,5,14,10,20,16,44,31,75
SORATA,talla para la edad (t/e),talla baja (tb),2008-10-01,11,14,12,16,22,23,45,53,98
SUCRE,talla para la edad (t/e),talla baja (tb),2008-10-01,37,28,82,45,156,159,275,232,507
TACACOMA,talla para la edad (t/e),talla baja (tb),2008-10-01,1,1,1,0,2,1,4,2,6
TACOBAMBA,talla para la edad (t/e),talla baja (tb),2008-10-01,15,6,10,20,25,26,50,52,102
TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-10-01,13,13,27,20,42,49,82,82,164
TAHUA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,2,1,5,0,7,1,8
TAPACARI,talla para la edad (t/e),talla baja (tb),2008-10-01,50,35,70,63,101,90,221,188,409
TARABUCO,talla para la edad (t/e),talla baja (tb),2008-10-01,38,37,78,68,193,194,309,299,608
TARACO,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,0,0,1,1,1,1,2
TARATA,talla para la edad (t/e),talla baja (tb),2008-10-01,2,2,4,0,4,1,10,3,13
TARIJA,talla para la edad (t/e),talla baja (tb),2008-10-01,22,25,22,22,20,29,64,76,140
TARVITA,talla para la edad (t/e),talla baja (tb),2008-10-01,44,31,88,74,209,194,341,299,640
TEOPONTE,talla para la edad (t/e),talla baja (tb),2008-10-01,1,1,3,2,1,9,5,12,17
TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-10-01,5,5,4,3,2,4,11,12,23
TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-10-01,27,30,21,33,57,62,105,125,230
TIPUANI,talla para la edad (t/e),talla baja (tb),2008-10-01,1,0,0,0,2,0,3,0,3
TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-10-01,9,4,16,13,13,17,38,34,72
TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-10-01,26,15,36,41,47,42,109,98,207
TOCO,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,1,0,4,7,5,7,12
TOLATA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,3,0,3,2,0,2,6,8
TOLEDO,talla para la edad (t/e),talla baja (tb),2008-10-01,2,1,3,1,7,7,12,9,21
TOMAVE,talla para la edad (t/e),talla baja (tb),2008-10-01,5,5,12,5,12,16,29,26,55
TOMINA,talla para la edad (t/e),talla baja (tb),2008-10-01,5,8,20,23,86,92,111,123,234
TORO TORO,talla para la edad (t/e),talla baja (tb),2008-10-01,23,23,31,21,44,72,98,116,214
TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-10-01,16,12,17,17,11,21,44,50,94
TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-10-01,5,3,6,6,5,12,16,21,37
TRIGAL,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,0,1,0,0,0,1,1
TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-10-01,45,23,28,41,29,34,102,98,200
TUPIZA,talla para la edad (t/e),talla baja (tb),2008-10-01,16,19,25,27,55,54,96,100,196
TURCO,talla para la edad (t/e),talla baja (tb),2008-10-01,4,2,6,7,7,6,17,15,32
UMALA,talla para la edad (t/e),talla baja (tb),2008-10-01,2,1,2,0,3,3,7,4,11
UNCIA,talla para la edad (t/e),talla baja (tb),2008-10-01,17,25,28,21,41,38,86,84,170
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2008-10-01,10,7,5,8,12,6,27,21,48
URUBICHA,talla para la edad (t/e),talla baja (tb),2008-10-01,7,7,21,20,17,37,45,64,109
UYUNI,talla para la edad (t/e),talla baja (tb),2008-10-01,9,9,13,17,38,36,60,62,122
VACAS,talla para la edad (t/e),talla baja (tb),2008-10-01,6,5,22,17,17,19,45,41,86
VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2008-10-01,1,2,2,4,6,9,9,15,24
VIACHA,talla para la edad (t/e),talla baja (tb),2008-10-01,27,7,29,24,37,39,93,70,163
VILA VILA,talla para la edad (t/e),talla baja (tb),2008-10-01,8,10,31,17,59,37,98,64,162
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla baja (tb),2008-10-01,2,1,2,0,0,4,4,5,9
VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2008-10-01,4,5,2,3,12,12,18,20,38
VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-10-01,13,7,29,27,90,78,132,112,244
VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-10-01,36,41,47,53,107,62,190,156,346
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla baja (tb),2008-10-01,0,3,7,3,11,11,18,17,35
VILLAZON,talla para la edad (t/e),talla baja (tb),2008-10-01,34,11,31,32,74,60,139,103,242
VINTO,talla para la edad (t/e),talla baja (tb),2008-10-01,1,0,5,5,1,1,7,6,13
VITICHI,talla para la edad (t/e),talla baja (tb),2008-10-01,11,6,29,15,33,32,73,53,126
WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2008-10-01,1,0,2,1,1,9,4,10,14
WARNES,talla para la edad (t/e),talla baja (tb),2008-10-01,1,0,1,0,6,6,8,6,14
YACO,talla para la edad (t/e),talla baja (tb),2008-10-01,11,8,15,7,34,23,60,38,98
YACUIBA,talla para la edad (t/e),talla baja (tb),2008-10-01,13,15,32,32,42,39,87,86,173
YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2008-10-01,10,10,32,26,106,91,148,127,275
YANACACHI,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,2,2,3,4,5,6,11
YAPACANI,talla para la edad (t/e),talla baja (tb),2008-10-01,23,14,20,15,19,14,62,43,105
YOCALLA,talla para la edad (t/e),talla baja (tb),2008-10-01,6,4,11,12,3,2,20,18,38
YOTALA,talla para la edad (t/e),talla baja (tb),2008-10-01,5,3,11,3,46,39,62,45,107
YUNCHARA,talla para la edad (t/e),talla baja (tb),2008-10-01,8,4,14,8,31,14,53,26,79
ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2008-10-01,4,7,20,28,77,69,101,104,205
ACACIO,talla para la edad (t/e),talla baja (tb),2008-11-01,27,17,25,31,87,96,139,144,283
ACHACACHI,talla para la edad (t/e),talla baja (tb),2008-11-01,8,7,8,19,24,26,40,52,92
ACHOCALLA,talla para la edad (t/e),talla baja (tb),2008-11-01,3,2,5,2,10,7,18,11,29
AIQUILE,talla para la edad (t/e),talla baja (tb),2008-11-01,20,21,40,34,72,43,132,98,230
ALALAY,talla para la edad (t/e),talla baja (tb),2008-11-01,5,1,8,4,19,19,32,24,56
ALCALA,talla para la edad (t/e),talla baja (tb),2008-11-01,0,1,3,2,18,20,21,23,44
ANCORAIMES,talla para la edad (t/e),talla baja (tb),2008-11-01,12,16,18,11,22,31,52,58,110
ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-11-01,1,5,11,11,31,27,43,43,86
ANTEQUERA,talla para la edad (t/e),talla baja (tb),2008-11-01,2,1,4,2,4,2,10,5,15
ANZALDO,talla para la edad (t/e),talla baja (tb),2008-11-01,1,0,3,8,4,2,8,10,18
APOLO,talla para la edad (t/e),talla baja (tb),2008-11-01,9,1,6,6,11,16,26,23,49
ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2008-11-01,5,11,13,11,14,19,32,41,73
ARANI,talla para la edad (t/e),talla baja (tb),2008-11-01,1,3,7,6,7,18,15,27,42
ARBIETO,talla para la edad (t/e),talla baja (tb),2008-11-01,10,11,8,13,23,25,41,49,90
ARQUE,talla para la edad (t/e),talla baja (tb),2008-11-01,18,16,36,15,57,51,111,82,193
ATOCHA,talla para la edad (t/e),talla baja (tb),2008-11-01,9,7,9,7,16,26,34,40,74
AUCAPATA,talla para la edad (t/e),talla baja (tb),2008-11-01,1,2,5,5,9,5,15,12,27
AYATA,talla para la edad (t/e),talla baja (tb),2008-11-01,8,7,6,8,16,16,30,31,61
AYO AYO,talla para la edad (t/e),talla baja (tb),2008-11-01,16,5,13,10,13,11,42,26,68
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2008-11-01,16,11,9,17,24,30,49,58,107
AZURDUY,talla para la edad (t/e),talla baja (tb),2008-11-01,4,3,5,7,21,24,30,34,64
BATALLAS,talla para la edad (t/e),talla baja (tb),2008-11-01,5,5,6,4,8,7,19,16,35
BAURES,talla para la edad (t/e),talla baja (tb),2008-11-01,1,2,2,4,1,2,4,8,12
BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-11-01,1,0,0,1,6,1,7,2,9
BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2008-11-01,0,2,3,6,4,9,7,17,24
BELLA FLOR,talla para la edad (t/e),talla baja (tb),2008-11-01,0,0,1,6,2,4,3,10,13
BERMEJO,talla para la edad (t/e),talla baja (tb),2008-11-01,1,4,4,5,4,10,9,19,28
BETANZOS,talla para la edad (t/e),talla baja (tb),2008-11-01,35,32,104,70,104,102,243,204,447
BOLIVAR,talla para la edad (t/e),talla baja (tb),2008-11-01,22,16,49,21,76,55,147,92,239
BOLPEBRA,talla para la edad (t/e),talla baja (tb),2008-11-01,1,0,0,1,0,0,1,1,2
BOYUIBE,talla para la edad (t/e),talla baja (tb),2008-11-01,1,1,1,2,0,1,2,4,6
BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-11-01,1,3,1,0,0,0,2,3,5
CABEZAS,talla para la edad (t/e),talla baja (tb),2008-11-01,1,5,10,3,5,5,16,13,29
CAIROMA,talla para la edad (t/e),talla baja (tb),2008-11-01,6,6,11,9,33,31,50,46,96
"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2008-11-01,13,12,36,23,29,32,78,67,145
CAJUATA,talla para la edad (t/e),talla baja (tb),2008-11-01,1,4,6,4,9,16,16,24,40
CALACOTO,talla para la edad (t/e),talla baja (tb),2008-11-01,8,4,15,4,21,16,44,24,68
CALAMARCA,talla para la edad (t/e),talla baja (tb),2008-11-01,9,12,39,24,36,45,84,81,165
CAMARGO,talla para la edad (t/e),talla baja (tb),2008-11-01,20,17,35,32,67,73,122,122,244
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2008-11-01,4,0,3,3,14,6,21,9,30
CAMIRI,talla para la edad (t/e),talla baja (tb),2008-11-01,1,1,1,6,13,16,15,23,38
CAPINOTA,talla para la edad (t/e),talla baja (tb),2008-11-01,3,1,10,7,12,13,25,21,46
CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2008-11-01,17,8,20,10,20,22,57,40,97
CARACOLLO,talla para la edad (t/e),talla baja (tb),2008-11-01,20,9,20,16,12,16,52,41,93
CARANAVI,talla para la edad (t/e),talla baja (tb),2008-11-01,16,5,18,19,16,23,50,47,97
CARAPARI,talla para la edad (t/e),talla baja (tb),2008-11-01,1,4,7,3,7,6,15,13,28
CARIPUYO,talla para la edad (t/e),talla baja (tb),2008-11-01,37,16,36,30,92,75,165,121,286
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla baja (tb),2008-11-01,2,2,1,0,0,0,3,2,5
CATACORA,talla para la edad (t/e),talla baja (tb),2008-11-01,4,0,6,0,13,9,23,9,32
CHACARILLA,talla para la edad (t/e),talla baja (tb),2008-11-01,0,0,0,2,4,3,4,5,9
CHALLAPATA,talla para la edad (t/e),talla baja (tb),2008-11-01,26,15,47,44,46,66,119,125,244
CHAQUI,talla para la edad (t/e),talla baja (tb),2008-11-01,5,4,3,5,6,13,14,22,36
CHARAGUA,talla para la edad (t/e),talla baja (tb),2008-11-01,4,3,1,0,1,0,6,3,9
CHARAÑA,talla para la edad (t/e),talla baja (tb),2008-11-01,0,0,4,1,2,3,6,4,10
CHAYANTA,talla para la edad (t/e),talla baja (tb),2008-11-01,12,9,8,16,34,34,54,59,113
CHIMORE,talla para la edad (t/e),talla baja (tb),2008-11-01,1,0,0,1,3,3,4,4,8
CHIPAYA,talla para la edad (t/e),talla baja (tb),2008-11-01,0,1,3,2,2,8,5,11,16
CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2008-11-01,2,2,2,0,2,1,6,3,9
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2008-11-01,2,0,0,3,5,2,7,5,12
CHUMA,talla para la edad (t/e),talla baja (tb),2008-11-01,12,5,10,12,30,43,52,60,112
CLIZA,talla para la edad (t/e),talla baja (tb),2008-11-01,5,3,8,2,6,11,19,16,35
COBIJA,talla para la edad (t/e),talla baja (tb),2008-11-01,14,12,10,9,11,15,35,36,71
COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2008-11-01,4,3,5,6,11,4,20,13,33
"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2008-11-01,15,9,17,18,22,12,54,39,93
COLLANA,talla para la edad (t/e),talla baja (tb),2008-11-01,2,1,0,0,0,2,2,3,5
COLOMI,talla para la edad (t/e),talla baja (tb),2008-11-01,2,5,17,16,23,28,42,49,91
COLQUECHACA,talla para la edad (t/e),talla baja (tb),2008-11-01,88,67,161,124,67,74,316,265,581
COLQUENCHA,talla para la edad (t/e),talla baja (tb),2008-11-01,5,6,5,10,15,8,25,24,49
COLQUIRI,talla para la edad (t/e),talla baja (tb),2008-11-01,2,0,0,0,3,2,5,2,7
COMANCHE,talla para la edad (t/e),talla baja (tb),2008-11-01,3,3,10,5,6,4,19,12,31
COMARAPA,talla para la edad (t/e),talla baja (tb),2008-11-01,7,6,14,6,11,13,32,25,57
COMBAYA,talla para la edad (t/e),talla baja (tb),2008-11-01,0,0,0,4,1,0,1,4,5
CONCEPCION,talla para la edad (t/e),talla baja (tb),2008-11-01,6,5,13,5,9,9,28,19,47
COPACABANA,talla para la edad (t/e),talla baja (tb),2008-11-01,4,4,7,5,1,3,12,12,24
CORIPATA,talla para la edad (t/e),talla baja (tb),2008-11-01,0,2,2,1,0,2,2,5,7
CORO CORO,talla para la edad (t/e),talla baja (tb),2008-11-01,5,4,6,7,9,5,20,16,36
COROICO,talla para la edad (t/e),talla baja (tb),2008-11-01,1,3,6,13,10,6,17,22,39
CORQUE,talla para la edad (t/e),talla baja (tb),2008-11-01,5,3,4,8,5,2,14,13,27
COTAGAITA,talla para la edad (t/e),talla baja (tb),2008-11-01,5,8,26,21,48,46,79,75,154
COTOCA,talla para la edad (t/e),talla baja (tb),2008-11-01,22,40,26,37,32,27,80,104,184
CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2008-11-01,0,0,0,0,1,3,1,3,4
CUEVO,talla para la edad (t/e),talla baja (tb),2008-11-01,0,1,2,3,5,13,7,17,24
CULPINA,talla para la edad (t/e),talla baja (tb),2008-11-01,15,10,27,35,49,83,91,128,219
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2008-11-01,7,5,14,3,5,5,26,13,39
CURVA,talla para la edad (t/e),talla baja (tb),2008-11-01,1,1,4,3,8,10,13,14,27
DESAGUADERO,talla para la edad (t/e),talla baja (tb),2008-11-01,0,3,1,1,5,2,6,6,12
EL ALTO,talla para la edad (t/e),talla baja (tb),2008-11-01,327,247,380,263,431,432,1138,942,2080
EL CHORO,talla para la edad (t/e),talla baja (tb),2008-11-01,6,0,1,0,0,3,7,3,10
EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2008-11-01,5,3,9,16,30,23,44,42,86
EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2008-11-01,2,4,8,7,13,12,23,23,46
EL TORNO,talla para la edad (t/e),talla baja (tb),2008-11-01,8,2,13,9,22,13,43,24,67
EL VILLAR,talla para la edad (t/e),talla baja (tb),2008-11-01,6,1,6,4,38,35,50,40,90
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-11-01,3,0,4,6,8,3,15,9,24
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-11-01,1,5,11,12,15,20,27,37,64
EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2008-11-01,6,3,10,8,8,10,24,21,45
EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla baja (tb),2008-11-01,2,1,0,1,1,1,3,3,6
EXALTACION,talla para la edad (t/e),talla baja (tb),2008-11-01,2,0,0,0,0,0,2,0,2
FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2008-11-01,1,0,3,5,1,3,5,8,13
FILADELFIA,talla para la edad (t/e),talla baja (tb),2008-11-01,0,0,0,0,0,3,0,3,3
