,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
QUIRUSILLAS,talla para la edad (t/e),talla normal (t n),2008-10-01,11,6,3,2,17,21,31,29,60
RAVELO,talla para la edad (t/e),talla normal (t n),2008-10-01,152,157,116,122,183,160,451,439,890
REYES,talla para la edad (t/e),talla normal (t n),2008-10-01,55,56,29,50,45,48,129,154,283
RIBERALTA,talla para la edad (t/e),talla normal (t n),2008-10-01,833,725,623,550,360,371,1816,1646,3462
ROBORE,talla para la edad (t/e),talla normal (t n),2008-10-01,115,97,63,50,64,55,242,202,444
RURRENABAQUE,talla para la edad (t/e),talla normal (t n),2008-10-01,17,10,0,0,1,0,18,10,28
SABAYA,talla para la edad (t/e),talla normal (t n),2008-10-01,17,16,8,8,14,11,39,35,74
SACABA,talla para la edad (t/e),talla normal (t n),2008-10-01,717,670,425,390,370,361,1512,1421,2933
SACABAMBA,talla para la edad (t/e),talla normal (t n),2008-10-01,14,16,19,15,43,22,76,53,129
SACACA,talla para la edad (t/e),talla normal (t n),2008-10-01,67,80,48,50,106,81,221,211,432
SAIPINA,talla para la edad (t/e),talla normal (t n),2008-10-01,43,46,17,23,25,17,85,86,171
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla normal (t n),2008-10-01,48,51,50,47,61,58,159,156,315
SAMAIPATA,talla para la edad (t/e),talla normal (t n),2008-10-01,58,47,27,27,54,40,139,114,253
SAN AGUSTIN,talla para la edad (t/e),talla normal (t n),2008-10-01,6,7,5,5,5,7,16,19,35
SAN ANDRES,talla para la edad (t/e),talla normal (t n),2008-10-01,69,96,78,47,83,90,230,233,463
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-10-01,4,6,0,0,3,3,7,9,16
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla normal (t n),2008-10-01,13,18,6,1,8,8,27,27,54
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla normal (t n),2008-10-01,47,40,42,51,109,107,198,198,396
SAN BENITO,talla para la edad (t/e),talla normal (t n),2008-10-01,56,58,38,33,49,41,143,132,275
SAN BORJA,talla para la edad (t/e),talla normal (t n),2008-10-01,173,187,157,141,252,262,582,590,1172
SAN BUENA VENTURA,talla para la edad (t/e),talla normal (t n),2008-10-01,80,48,38,37,58,48,176,133,309
SAN CARLOS,talla para la edad (t/e),talla normal (t n),2008-10-01,157,158,81,68,97,79,335,305,640
SAN IGNACIO,talla para la edad (t/e),talla normal (t n),2008-10-01,84,83,59,51,69,71,212,205,417
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla normal (t n),2008-10-01,55,59,38,40,88,67,181,166,347
SAN JAVIER(BNI),talla para la edad (t/e),talla normal (t n),2008-10-01,18,25,22,17,24,14,64,56,120
SAN JAVIER(STC),talla para la edad (t/e),talla normal (t n),2008-10-01,66,58,27,33,41,37,134,128,262
SAN JOAQUIN,talla para la edad (t/e),talla normal (t n),2008-10-01,59,49,32,35,29,24,120,108,228
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla normal (t n),2008-10-01,120,79,62,66,110,85,292,230,522
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla normal (t n),2008-10-01,22,23,9,20,31,28,62,71,133
SAN JULIAN,talla para la edad (t/e),talla normal (t n),2008-10-01,66,44,42,37,84,66,192,147,339
SAN LORENZO(PND),talla para la edad (t/e),talla normal (t n),2008-10-01,16,12,19,15,17,6,52,33,85
SAN LORENZO(TJA),talla para la edad (t/e),talla normal (t n),2008-10-01,103,89,95,94,103,109,301,292,593
SAN LUCAS,talla para la edad (t/e),talla normal (t n),2008-10-01,260,233,184,212,422,363,866,808,1674
SAN MATIAS,talla para la edad (t/e),talla normal (t n),2008-10-01,64,50,17,19,34,34,115,103,218
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla normal (t n),2008-10-01,11,11,12,10,3,7,26,28,54
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla normal (t n),2008-10-01,7,21,8,6,21,20,36,47,83
SAN PEDRO,talla para la edad (t/e),talla normal (t n),2008-10-01,93,87,46,69,74,107,213,263,476
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla normal (t n),2008-10-01,97,104,83,92,68,82,248,278,526
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla normal (t n),2008-10-01,5,8,1,2,13,11,19,21,40
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla normal (t n),2008-10-01,1,3,0,2,0,4,1,9,10
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla normal (t n),2008-10-01,19,33,11,10,24,37,54,80,134
SAN PEDRO(PND),talla para la edad (t/e),talla normal (t n),2008-10-01,16,16,4,5,9,8,29,29,58
SAN RAFAEL,talla para la edad (t/e),talla normal (t n),2008-10-01,3,6,4,5,6,5,13,16,29
SAN RAMON,talla para la edad (t/e),talla normal (t n),2008-10-01,43,44,35,39,85,53,163,136,299
SANTA ANA,talla para la edad (t/e),talla normal (t n),2008-10-01,178,136,81,85,62,53,321,274,595
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla normal (t n),2008-10-01,3618,3012,1610,1395,1538,1453,6766,5860,12626
SANTA ROSA,talla para la edad (t/e),talla normal (t n),2008-10-01,70,63,25,30,43,47,138,140,278
SANTA ROSA DEL SARA,talla para la edad (t/e),talla normal (t n),2008-10-01,12,24,24,17,29,23,65,64,129
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla normal (t n),2008-10-01,6,5,4,2,6,6,16,13,29
SANTIAGO DE HUARI,talla para la edad (t/e),talla normal (t n),2008-10-01,24,19,8,12,20,31,52,62,114
SANTIAGO DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-10-01,11,18,7,4,18,11,36,33,69
SANTIVAÑES,talla para la edad (t/e),talla normal (t n),2008-10-01,2,11,3,5,11,10,16,26,42
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla normal (t n),2008-10-01,5,13,11,5,22,18,38,36,74
SAPAHAQUI,talla para la edad (t/e),talla normal (t n),2008-10-01,34,38,30,35,55,63,119,136,255
SENA,talla para la edad (t/e),talla normal (t n),2008-10-01,25,26,12,19,31,21,68,66,134
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla normal (t n),2008-10-01,102,85,73,62,96,103,271,250,521
SICAYA,talla para la edad (t/e),talla normal (t n),2008-10-01,5,5,1,7,3,9,9,21,30
SIPE SIPE,talla para la edad (t/e),talla normal (t n),2008-10-01,212,199,127,124,95,85,434,408,842
SOPACHUY,talla para la edad (t/e),talla normal (t n),2008-10-01,60,49,33,43,68,61,161,153,314
SORACACHI,talla para la edad (t/e),talla normal (t n),2008-10-01,66,54,54,54,54,57,174,165,339
SORATA,talla para la edad (t/e),talla normal (t n),2008-10-01,24,26,18,24,33,24,75,74,149
SUCRE,talla para la edad (t/e),talla normal (t n),2008-10-01,502,487,261,290,672,684,1435,1461,2896
TACACOMA,talla para la edad (t/e),talla normal (t n),2008-10-01,24,19,7,10,7,12,38,41,79
TACOBAMBA,talla para la edad (t/e),talla normal (t n),2008-10-01,34,48,21,34,32,32,87,114,201
TACOPAYA,talla para la edad (t/e),talla normal (t n),2008-10-01,50,45,48,48,40,42,138,135,273
TAHUA,talla para la edad (t/e),talla normal (t n),2008-10-01,3,8,3,4,17,17,23,29,52
TAPACARI,talla para la edad (t/e),talla normal (t n),2008-10-01,77,84,48,64,76,81,201,229,430
TARABUCO,talla para la edad (t/e),talla normal (t n),2008-10-01,90,99,76,98,196,227,362,424,786
TARACO,talla para la edad (t/e),talla normal (t n),2008-10-01,28,19,26,14,35,27,89,60,149
TARATA,talla para la edad (t/e),talla normal (t n),2008-10-01,66,81,32,20,39,46,137,147,284
TARIJA,talla para la edad (t/e),talla normal (t n),2008-10-01,289,234,230,208,184,184,703,626,1329
TARVITA,talla para la edad (t/e),talla normal (t n),2008-10-01,101,122,88,82,160,147,349,351,700
TEOPONTE,talla para la edad (t/e),talla normal (t n),2008-10-01,7,17,12,13,15,23,34,53,87
TIAWANACU,talla para la edad (t/e),talla normal (t n),2008-10-01,69,75,31,40,40,59,140,174,314
TINGUIPAYA,talla para la edad (t/e),talla normal (t n),2008-10-01,82,77,47,23,93,85,222,185,407
TIPUANI,talla para la edad (t/e),talla normal (t n),2008-10-01,54,48,21,23,14,26,89,97,186
TIQUIPAYA,talla para la edad (t/e),talla normal (t n),2008-10-01,158,113,92,72,106,72,356,257,613
TIRAQUE (CBBA),talla para la edad (t/e),talla normal (t n),2008-10-01,224,194,136,115,169,133,529,442,971
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla normal (t n),2008-10-01,0,1,0,0,0,0,0,1,1
TOCO,talla para la edad (t/e),talla normal (t n),2008-10-01,29,19,23,16,47,35,99,70,169
TODOS SANTOS,talla para la edad (t/e),talla normal (t n),2008-10-01,1,1,1,4,9,3,11,8,19
TOLATA,talla para la edad (t/e),talla normal (t n),2008-10-01,4,3,5,4,7,12,16,19,35
TOLEDO,talla para la edad (t/e),talla normal (t n),2008-10-01,24,32,32,34,43,46,99,112,211
TOMAVE,talla para la edad (t/e),talla normal (t n),2008-10-01,9,19,8,2,18,21,35,42,77
TOMINA,talla para la edad (t/e),talla normal (t n),2008-10-01,61,65,65,72,141,126,267,263,530
TORO TORO,talla para la edad (t/e),talla normal (t n),2008-10-01,56,45,44,63,77,76,177,184,361
TOTORA(CBBA),talla para la edad (t/e),talla normal (t n),2008-10-01,51,38,54,52,37,30,142,120,262
TOTORA(ORR),talla para la edad (t/e),talla normal (t n),2008-10-01,38,30,28,18,28,48,94,96,190
TRIGAL,talla para la edad (t/e),talla normal (t n),2008-10-01,8,8,4,7,11,7,23,22,45
TRINIDAD,talla para la edad (t/e),talla normal (t n),2008-10-01,458,409,256,242,282,278,996,929,1925
TUPIZA,talla para la edad (t/e),talla normal (t n),2008-10-01,240,215,119,117,221,234,580,566,1146
TURCO,talla para la edad (t/e),talla normal (t n),2008-10-01,29,24,25,28,27,17,81,69,150
UMALA,talla para la edad (t/e),talla normal (t n),2008-10-01,41,32,26,29,41,37,108,98,206
UNCIA,talla para la edad (t/e),talla normal (t n),2008-10-01,97,82,40,47,54,47,191,176,367
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla normal (t n),2008-10-01,78,98,100,98,123,109,301,305,606
URUBICHA,talla para la edad (t/e),talla normal (t n),2008-10-01,77,63,60,72,175,185,312,320,632
UYUNI,talla para la edad (t/e),talla normal (t n),2008-10-01,164,196,76,64,98,94,338,354,692
VACAS,talla para la edad (t/e),talla normal (t n),2008-10-01,52,55,46,48,48,31,146,134,280
VALLEGRANDE,talla para la edad (t/e),talla normal (t n),2008-10-01,143,101,55,57,105,96,303,254,557
VIACHA,talla para la edad (t/e),talla normal (t n),2008-10-01,210,172,114,129,158,153,482,454,936
VILA VILA,talla para la edad (t/e),talla normal (t n),2008-10-01,24,33,15,12,15,21,54,66,120
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla normal (t n),2008-10-01,7,8,1,4,3,7,11,19,30
VILLA RIVERO,talla para la edad (t/e),talla normal (t n),2008-10-01,43,18,15,11,20,19,78,48,126
VILLA SERRANO,talla para la edad (t/e),talla normal (t n),2008-10-01,87,74,58,82,130,141,275,297,572
VILLA TUNARI,talla para la edad (t/e),talla normal (t n),2008-10-01,579,443,344,303,374,359,1297,1105,2402
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla normal (t n),2008-10-01,47,48,57,54,87,102,191,204,395
VILLAZON,talla para la edad (t/e),talla normal (t n),2008-10-01,277,236,154,151,224,205,655,592,1247
VINTO,talla para la edad (t/e),talla normal (t n),2008-10-01,148,105,112,89,73,73,333,267,600
VITICHI,talla para la edad (t/e),talla normal (t n),2008-10-01,62,63,48,56,78,70,188,189,377
WALDO BALLIVIAN,talla para la edad (t/e),talla normal (t n),2008-10-01,23,14,10,10,0,10,33,34,67
WARNES,talla para la edad (t/e),talla normal (t n),2008-10-01,30,27,17,18,27,18,74,63,137
YACO,talla para la edad (t/e),talla normal (t n),2008-10-01,33,15,10,22,27,30,70,67,137
YACUIBA,talla para la edad (t/e),talla normal (t n),2008-10-01,79,53,65,42,53,31,197,126,323
YAMPARAEZ,talla para la edad (t/e),talla normal (t n),2008-10-01,50,56,53,48,90,126,193,230,423
YANACACHI,talla para la edad (t/e),talla normal (t n),2008-10-01,20,27,9,16,15,27,44,70,114
YAPACANI,talla para la edad (t/e),talla normal (t n),2008-10-01,340,252,160,141,219,155,719,548,1267
YOCALLA,talla para la edad (t/e),talla normal (t n),2008-10-01,38,43,30,32,26,34,94,109,203
YOTALA,talla para la edad (t/e),talla normal (t n),2008-10-01,55,55,34,39,97,112,186,206,392
YUNCHARA,talla para la edad (t/e),talla normal (t n),2008-10-01,30,34,26,30,43,48,99,112,211
ZUDAÑEZ,talla para la edad (t/e),talla normal (t n),2008-10-01,70,51,48,36,85,65,203,152,355
ACACIO,talla para la edad (t/e),talla normal (t n),2008-11-01,40,36,23,20,35,33,98,89,187
ACHACACHI,talla para la edad (t/e),talla normal (t n),2008-11-01,286,265,150,135,269,300,705,700,1405
ACHOCALLA,talla para la edad (t/e),talla normal (t n),2008-11-01,11,7,5,3,6,14,22,24,46
AIQUILE,talla para la edad (t/e),talla normal (t n),2008-11-01,228,221,147,135,148,135,523,491,1014
ALALAY,talla para la edad (t/e),talla normal (t n),2008-11-01,6,6,8,4,9,12,23,22,45
ALCALA,talla para la edad (t/e),talla normal (t n),2008-11-01,27,19,14,20,49,69,90,108,198
ANCORAIMES,talla para la edad (t/e),talla normal (t n),2008-11-01,53,59,23,22,53,53,129,134,263
ANDAMARCA,talla para la edad (t/e),talla normal (t n),2008-11-01,12,14,19,18,45,31,76,63,139
ANTEQUERA,talla para la edad (t/e),talla normal (t n),2008-11-01,24,16,9,12,31,32,64,60,124
ANZALDO,talla para la edad (t/e),talla normal (t n),2008-11-01,2,6,15,14,9,12,26,32,58
APOLO,talla para la edad (t/e),talla normal (t n),2008-11-01,84,77,69,61,81,96,234,234,468
ARAMPAMPA,talla para la edad (t/e),talla normal (t n),2008-11-01,14,15,14,13,18,12,46,40,86
ARANI,talla para la edad (t/e),talla normal (t n),2008-11-01,45,24,29,25,37,27,111,76,187
ARBIETO,talla para la edad (t/e),talla normal (t n),2008-11-01,72,69,70,56,91,92,233,217,450
ARQUE,talla para la edad (t/e),talla normal (t n),2008-11-01,74,60,42,40,76,107,192,207,399
ATOCHA,talla para la edad (t/e),talla normal (t n),2008-11-01,123,80,50,55,84,85,257,220,477
AUCAPATA,talla para la edad (t/e),talla normal (t n),2008-11-01,23,27,7,8,19,12,49,47,96
AYATA,talla para la edad (t/e),talla normal (t n),2008-11-01,33,27,19,17,32,18,84,62,146
AYO AYO,talla para la edad (t/e),talla normal (t n),2008-11-01,29,32,24,5,14,13,67,50,117
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla normal (t n),2008-11-01,132,124,81,62,103,110,316,296,612
AZURDUY,talla para la edad (t/e),talla normal (t n),2008-11-01,8,9,5,5,14,18,27,32,59
BATALLAS,talla para la edad (t/e),talla normal (t n),2008-11-01,91,92,47,41,56,61,194,194,388
BAURES,talla para la edad (t/e),talla normal (t n),2008-11-01,28,33,24,18,58,45,110,96,206
BELEN DE ANDAMARCA,talla para la edad (t/e),talla normal (t n),2008-11-01,2,3,1,2,10,9,13,14,27
BELEN DE URMIRI,talla para la edad (t/e),talla normal (t n),2008-11-01,5,11,6,11,15,6,26,28,54
BELLA FLOR,talla para la edad (t/e),talla normal (t n),2008-11-01,9,12,6,9,23,16,38,37,75
BERMEJO,talla para la edad (t/e),talla normal (t n),2008-11-01,60,47,42,35,59,53,161,135,296
BETANZOS,talla para la edad (t/e),talla normal (t n),2008-11-01,199,179,184,156,181,188,564,523,1087
BOLIVAR,talla para la edad (t/e),talla normal (t n),2008-11-01,34,39,37,36,44,69,115,144,259
BOLPEBRA,talla para la edad (t/e),talla normal (t n),2008-11-01,9,6,8,6,10,9,27,21,48
BOYUIBE,talla para la edad (t/e),talla normal (t n),2008-11-01,16,11,7,6,14,14,37,31,68
BUENA VISTA,talla para la edad (t/e),talla normal (t n),2008-11-01,54,43,42,36,44,52,140,131,271
CABEZAS,talla para la edad (t/e),talla normal (t n),2008-11-01,9,25,14,28,19,24,42,77,119
CAIROMA,talla para la edad (t/e),talla normal (t n),2008-11-01,43,44,44,39,59,54,146,137,283
"CAIZA ""D""",talla para la edad (t/e),talla normal (t n),2008-11-01,62,65,44,39,48,46,154,150,304
CAJUATA,talla para la edad (t/e),talla normal (t n),2008-11-01,82,64,45,46,59,60,186,170,356
CALACOTO,talla para la edad (t/e),talla normal (t n),2008-11-01,44,18,18,22,26,35,88,75,163
CALAMARCA,talla para la edad (t/e),talla normal (t n),2008-11-01,54,72,40,50,64,76,158,198,356
CAMARGO,talla para la edad (t/e),talla normal (t n),2008-11-01,93,99,56,70,126,161,275,330,605
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla normal (t n),2008-11-01,15,21,15,18,30,22,60,61,121
CAMIRI,talla para la edad (t/e),talla normal (t n),2008-11-01,71,56,40,31,57,70,168,157,325
CAPINOTA,talla para la edad (t/e),talla normal (t n),2008-11-01,54,30,34,21,30,18,118,69,187
CAQUIAVIRI,talla para la edad (t/e),talla normal (t n),2008-11-01,45,38,15,27,50,47,110,112,222
CARACOLLO,talla para la edad (t/e),talla normal (t n),2008-11-01,102,105,66,79,47,43,215,227,442
CARANAVI,talla para la edad (t/e),talla normal (t n),2008-11-01,265,220,125,122,139,98,529,440,969
CARANGAS,talla para la edad (t/e),talla normal (t n),2008-11-01,0,0,1,0,1,3,2,3,5
CARAPARI,talla para la edad (t/e),talla normal (t n),2008-11-01,45,36,36,44,34,38,115,118,233
CARIPUYO,talla para la edad (t/e),talla normal (t n),2008-11-01,39,37,18,32,51,78,108,147,255
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla normal (t n),2008-11-01,28,31,25,18,23,16,76,65,141
CATACORA,talla para la edad (t/e),talla normal (t n),2008-11-01,0,6,5,8,2,6,7,20,27
CHACARILLA,talla para la edad (t/e),talla normal (t n),2008-11-01,5,1,7,4,11,3,23,8,31
CHALLAPATA,talla para la edad (t/e),talla normal (t n),2008-11-01,130,135,107,82,87,93,324,310,634
CHAQUI,talla para la edad (t/e),talla normal (t n),2008-11-01,34,44,14,12,24,25,72,81,153
CHARAGUA,talla para la edad (t/e),talla normal (t n),2008-11-01,33,23,31,27,33,46,97,96,193
CHARAÑA,talla para la edad (t/e),talla normal (t n),2008-11-01,11,7,6,10,24,30,41,47,88
CHAYANTA,talla para la edad (t/e),talla normal (t n),2008-11-01,56,43,19,14,35,53,110,110,220
CHIMORE,talla para la edad (t/e),talla normal (t n),2008-11-01,28,10,22,27,38,31,88,68,156
CHIPAYA,talla para la edad (t/e),talla normal (t n),2008-11-01,10,10,11,6,2,3,23,19,42
CHOQUE COTA,talla para la edad (t/e),talla normal (t n),2008-11-01,11,7,11,4,6,5,28,16,44
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla normal (t n),2008-11-01,64,54,23,17,22,19,109,90,199
CHUMA,talla para la edad (t/e),talla normal (t n),2008-11-01,34,29,19,25,28,23,81,77,158
CLIZA,talla para la edad (t/e),talla normal (t n),2008-11-01,113,111,69,67,85,79,267,257,524
COBIJA,talla para la edad (t/e),talla normal (t n),2008-11-01,240,197,128,121,148,122,516,440,956
COIPASA,talla para la edad (t/e),talla normal (t n),2008-11-01,4,6,2,1,3,4,9,11,20
COLCAPIRHUA,talla para la edad (t/e),talla normal (t n),2008-11-01,157,100,69,77,99,77,325,254,579
"COLCHA ""K""",talla para la edad (t/e),talla normal (t n),2008-11-01,65,66,37,38,47,61,149,165,314
COLLANA,talla para la edad (t/e),talla normal (t n),2008-11-01,6,12,6,10,6,7,18,29,47
COLOMI,talla para la edad (t/e),talla normal (t n),2008-11-01,107,92,70,56,79,79,256,227,483
COLQUECHACA,talla para la edad (t/e),talla normal (t n),2008-11-01,156,183,118,121,41,54,315,358,673
COLQUENCHA,talla para la edad (t/e),talla normal (t n),2008-11-01,34,39,33,38,47,57,114,134,248
COLQUIRI,talla para la edad (t/e),talla normal (t n),2008-11-01,17,15,9,8,3,6,29,29,58
COMANCHE,talla para la edad (t/e),talla normal (t n),2008-11-01,17,15,7,7,11,6,35,28,63
COMARAPA,talla para la edad (t/e),talla normal (t n),2008-11-01,113,123,53,45,58,57,224,225,449
COMBAYA,talla para la edad (t/e),talla normal (t n),2008-11-01,6,6,6,6,8,6,20,18,38
CONCEPCION,talla para la edad (t/e),talla normal (t n),2008-11-01,105,104,55,53,80,81,240,238,478
COPACABANA,talla para la edad (t/e),talla normal (t n),2008-11-01,81,45,23,32,43,35,147,112,259
CORIPATA,talla para la edad (t/e),talla normal (t n),2008-11-01,40,28,33,31,35,37,108,96,204
CORO CORO,talla para la edad (t/e),talla normal (t n),2008-11-01,55,52,29,23,44,31,128,106,234
COROICO,talla para la edad (t/e),talla normal (t n),2008-11-01,67,60,51,38,53,34,171,132,303
CORQUE,talla para la edad (t/e),talla normal (t n),2008-11-01,33,27,25,20,16,12,74,59,133
COTAGAITA,talla para la edad (t/e),talla normal (t n),2008-11-01,93,107,91,78,121,163,305,348,653
COTOCA,talla para la edad (t/e),talla normal (t n),2008-11-01,409,328,162,135,201,182,772,645,1417
CUATRO CAÑADAS,talla para la edad (t/e),talla normal (t n),2008-11-01,9,8,5,6,15,13,29,27,56
CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla normal (t n),2008-11-01,5,5,3,1,4,5,12,11,23
CUEVO,talla para la edad (t/e),talla normal (t n),2008-11-01,15,16,6,12,12,16,33,44,77
CULPINA,talla para la edad (t/e),talla normal (t n),2008-11-01,104,126,84,78,182,165,370,369,739
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla normal (t n),2008-11-01,28,29,27,27,17,11,72,67,139
CURVA,talla para la edad (t/e),talla normal (t n),2008-11-01,13,10,9,6,7,9,29,25,54
DESAGUADERO,talla para la edad (t/e),talla normal (t n),2008-11-01,16,21,20,20,45,38,81,79,160
EL ALTO,talla para la edad (t/e),talla normal (t n),2008-11-01,2893,2724,1622,1355,1849,1783,6364,5862,12226
EL CHORO,talla para la edad (t/e),talla normal (t n),2008-11-01,22,14,24,15,12,7,58,36,94
EL PUENTE(STC),talla para la edad (t/e),talla normal (t n),2008-11-01,89,71,72,67,113,116,274,254,528
EL PUENTE(TJA),talla para la edad (t/e),talla normal (t n),2008-11-01,30,32,41,35,53,54,124,121,245
EL TORNO,talla para la edad (t/e),talla normal (t n),2008-11-01,193,160,74,72,80,72,347,304,651
EL VILLAR,talla para la edad (t/e),talla normal (t n),2008-11-01,30,29,34,31,71,72,135,132,267
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2008-11-01,138,112,93,83,119,116,350,311,661
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2008-11-01,149,122,125,124,157,146,431,392,823
ESCARA,talla para la edad (t/e),talla normal (t n),2008-11-01,0,0,0,0,3,5,3,5,8
ESMERALDA,talla para la edad (t/e),talla normal (t n),2008-11-01,0,0,1,0,0,0,1,0,1
EUCALIPTUS,talla para la edad (t/e),talla normal (t n),2008-11-01,32,34,28,38,32,22,92,94,186
EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla normal (t n),2008-11-01,6,2,3,2,4,7,13,11,24
EXALTACION,talla para la edad (t/e),talla normal (t n),2008-11-01,15,13,11,15,30,25,56,53,109
FERNANDEZ ALONSO,talla para la edad (t/e),talla normal (t n),2008-11-01,66,48,44,30,89,68,199,146,345
FILADELFIA,talla para la edad (t/e),talla normal (t n),2008-11-01,8,13,14,10,27,26,49,49,98
GENERAL SAAVEDRA,talla para la edad (t/e),talla normal (t n),2008-11-01,99,104,75,85,103,90,277,279,556
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla normal (t n),2008-11-01,57,38,33,26,61,42,151,106,257
GUANAY,talla para la edad (t/e),talla normal (t n),2008-11-01,74,70,32,33,41,49,147,152,299
GUAQUI,talla para la edad (t/e),talla normal (t n),2008-11-01,31,24,10,8,16,17,57,49,106
GUAYARAMERIN,talla para la edad (t/e),talla normal (t n),2008-11-01,232,243,80,96,109,121,421,460,881
GUTIERREZ,talla para la edad (t/e),talla normal (t n),2008-11-01,33,38,23,28,18,11,74,77,151
HUACARETA,talla para la edad (t/e),talla normal (t n),2008-11-01,49,60,37,40,99,74,185,174,359
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla normal (t n),2008-11-01,21,23,14,16,48,59,83,98,181
HUACHACALLA,talla para la edad (t/e),talla normal (t n),2008-11-01,6,3,4,5,10,10,20,18,38
HUANUNI,talla para la edad (t/e),talla normal (t n),2008-11-01,131,145,60,80,72,66,263,291,554
HUARACAJE,talla para la edad (t/e),talla normal (t n),2008-11-01,32,17,17,15,24,22,73,54,127
HUAYLLAMARCA,talla para la edad (t/e),talla normal (t n),2008-11-01,28,24,25,15,26,33,79,72,151
ICHOCA,talla para la edad (t/e),talla normal (t n),2008-11-01,4,7,6,8,16,19,26,34,60
ICLA,talla para la edad (t/e),talla normal (t n),2008-11-01,64,63,38,56,163,186,265,305,570
INCAHUASI,talla para la edad (t/e),talla normal (t n),2008-11-01,101,122,66,63,139,123,306,308,614
INQUISIVI,talla para la edad (t/e),talla normal (t n),2008-11-01,89,82,44,50,81,69,214,201,415
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla normal (t n),2008-11-01,7,12,4,4,6,5,17,21,38
IXIAMAS,talla para la edad (t/e),talla normal (t n),2008-11-01,54,57,25,32,57,52,136,141,277
JESUS DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-11-01,43,52,23,23,69,67,135,142,277
LA ASUNTA,talla para la edad (t/e),talla normal (t n),2008-11-01,80,86,13,22,7,12,100,120,220
LA GUARDIA,talla para la edad (t/e),talla normal (t n),2008-11-01,322,300,141,140,204,159,667,599,1266
LA PAZ,talla para la edad (t/e),talla normal (t n),2008-11-01,2361,2474,1158,1092,1780,1788,5299,5354,10653
LA RIVERA,talla para la edad (t/e),talla normal (t n),2008-11-01,1,1,2,1,2,0,5,2,7
LAGUNILLAS,talla para la edad (t/e),talla normal (t n),2008-11-01,11,12,10,12,27,28,48,52,100
LAJA,talla para la edad (t/e),talla normal (t n),2008-11-01,6,5,0,0,2,2,8,7,15
LAS CARRERAS,talla para la edad (t/e),talla normal (t n),2008-11-01,28,27,37,28,79,65,144,120,264
LICOMA PAMPA,talla para la edad (t/e),talla normal (t n),2008-11-01,14,10,7,12,22,30,43,52,95
LLALLAGUA,talla para la edad (t/e),talla normal (t n),2008-11-01,108,97,92,79,174,144,374,320,694
LLICA,talla para la edad (t/e),talla normal (t n),2008-11-01,22,14,8,8,24,31,54,53,107
LORETO,talla para la edad (t/e),talla normal (t n),2008-11-01,9,11,7,7,11,19,27,37,64
LURIBAY,talla para la edad (t/e),talla normal (t n),2008-11-01,64,74,58,46,74,71,196,191,387
MACHACAMARCA,talla para la edad (t/e),talla normal (t n),2008-11-01,38,47,22,25,24,32,84,104,188
MACHARETI,talla para la edad (t/e),talla normal (t n),2008-11-01,79,68,59,61,150,137,288,266,554
MAGDALENA,talla para la edad (t/e),talla normal (t n),2008-11-01,68,63,31,25,44,42,143,130,273
MAIRANA,talla para la edad (t/e),talla normal (t n),2008-11-01,53,61,107,23,50,53,210,137,347
MALLA,talla para la edad (t/e),talla normal (t n),2008-11-01,15,15,14,7,30,19,59,41,100
