,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
GUTIERREZ,talla para la edad (t/e),talla normal (t n),2009-10-01,74,67,54,84,137,124,265,275,540
HUACARETA,talla para la edad (t/e),talla normal (t n),2009-10-01,75,65,54,57,106,105,235,227,462
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla normal (t n),2009-10-01,17,10,19,19,66,61,102,90,192
HUACHACALLA,talla para la edad (t/e),talla normal (t n),2009-10-01,8,5,1,4,6,5,15,14,29
HUANUNI,talla para la edad (t/e),talla normal (t n),2009-10-01,156,170,45,97,48,34,249,301,550
HUARACAJE,talla para la edad (t/e),talla normal (t n),2009-10-01,25,22,15,11,15,12,55,45,100
HUAYLLAMARCA,talla para la edad (t/e),talla normal (t n),2009-10-01,24,26,20,24,29,20,73,70,143
ICHOCA,talla para la edad (t/e),talla normal (t n),2009-10-01,22,28,11,16,9,12,42,56,98
ICLA,talla para la edad (t/e),talla normal (t n),2009-10-01,53,53,39,58,151,165,243,276,519
INCAHUASI,talla para la edad (t/e),talla normal (t n),2009-10-01,165,128,110,119,210,201,485,448,933
INGAVI (HUMAITA),talla para la edad (t/e),talla normal (t n),2009-10-01,2,3,1,3,3,3,6,9,15
INQUISIVI,talla para la edad (t/e),talla normal (t n),2009-10-01,72,70,32,31,48,40,152,141,293
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla normal (t n),2009-10-01,111,61,63,80,110,106,284,247,531
IXIAMAS,talla para la edad (t/e),talla normal (t n),2009-10-01,72,79,36,31,37,42,145,152,297
JESUS DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-10-01,71,62,38,38,47,40,156,140,296
LA ASUNTA,talla para la edad (t/e),talla normal (t n),2009-10-01,172,161,68,58,39,30,279,249,528
LA GUARDIA,talla para la edad (t/e),talla normal (t n),2009-10-01,512,465,177,200,239,212,928,877,1805
LA PAZ,talla para la edad (t/e),talla normal (t n),2009-10-01,3797,3459,1693,1638,1927,1903,7417,7000,14417
LA RIVERA,talla para la edad (t/e),talla normal (t n),2009-10-01,1,2,1,2,3,1,5,5,10
LAGUNILLAS,talla para la edad (t/e),talla normal (t n),2009-10-01,44,36,36,25,86,71,166,132,298
LAJA,talla para la edad (t/e),talla normal (t n),2009-10-01,87,88,43,59,43,40,173,187,360
LAS CARRERAS,talla para la edad (t/e),talla normal (t n),2009-10-01,22,21,23,17,59,58,104,96,200
LICOMA PAMPA,talla para la edad (t/e),talla normal (t n),2009-10-01,27,20,19,14,15,21,61,55,116
LLALLAGUA,talla para la edad (t/e),talla normal (t n),2009-10-01,153,155,116,104,114,102,383,361,744
LLICA,talla para la edad (t/e),talla normal (t n),2009-10-01,35,33,34,18,54,54,123,105,228
LORETO,talla para la edad (t/e),talla normal (t n),2009-10-01,21,21,18,18,29,32,68,71,139
LURIBAY,talla para la edad (t/e),talla normal (t n),2009-10-01,44,33,31,36,42,49,117,118,235
MACHACAMARCA,talla para la edad (t/e),talla normal (t n),2009-10-01,35,24,25,23,9,11,69,58,127
MACHARETI,talla para la edad (t/e),talla normal (t n),2009-10-01,65,55,68,54,143,127,276,236,512
MAGDALENA,talla para la edad (t/e),talla normal (t n),2009-10-01,91,76,43,29,49,35,183,140,323
MAIRANA,talla para la edad (t/e),talla normal (t n),2009-10-01,76,74,34,44,50,66,160,184,344
MALLA,talla para la edad (t/e),talla normal (t n),2009-10-01,10,14,7,13,14,8,31,35,66
MAPIRI,talla para la edad (t/e),talla normal (t n),2009-10-01,84,81,38,42,45,35,167,158,325
MECAPACA,talla para la edad (t/e),talla normal (t n),2009-10-01,66,63,23,20,38,37,127,120,247
MINEROS,talla para la edad (t/e),talla normal (t n),2009-10-01,162,149,101,93,121,113,384,355,739
MIZQUE,talla para la edad (t/e),talla normal (t n),2009-10-01,200,153,90,97,116,99,406,349,755
MOCOMOCO,talla para la edad (t/e),talla normal (t n),2009-10-01,72,71,38,31,70,52,180,154,334
MOJINETE,talla para la edad (t/e),talla normal (t n),2009-10-01,4,2,0,0,3,5,7,7,14
MOJOCOYA,talla para la edad (t/e),talla normal (t n),2009-10-01,55,49,38,40,111,115,204,204,408
MONTEAGUDO,talla para la edad (t/e),talla normal (t n),2009-10-01,179,198,169,185,271,273,619,656,1275
MONTERO,talla para la edad (t/e),talla normal (t n),2009-10-01,696,680,411,416,406,380,1513,1476,2989
MORO MORO,talla para la edad (t/e),talla normal (t n),2009-10-01,8,622,19,17,27,27,54,666,720
MOROCHATA,talla para la edad (t/e),talla normal (t n),2009-10-01,224,211,146,151,121,123,491,485,976
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla normal (t n),2009-10-01,9,6,11,9,16,16,36,31,67
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla normal (t n),2009-10-01,15,11,6,13,10,22,31,46,77
OCURI,talla para la edad (t/e),talla normal (t n),2009-10-01,131,136,97,109,79,87,307,332,639
OKINAWA,talla para la edad (t/e),talla normal (t n),2009-10-01,52,53,29,41,51,54,132,148,280
OMEREQUE,talla para la edad (t/e),talla normal (t n),2009-10-01,32,39,17,26,35,26,84,91,175
ORURO,talla para la edad (t/e),talla normal (t n),2009-10-01,1072,1040,584,561,476,460,2132,2061,4193
PADCAYA,talla para la edad (t/e),talla normal (t n),2009-10-01,117,105,111,124,129,120,357,349,706
PADILLA,talla para la edad (t/e),talla normal (t n),2009-10-01,81,79,54,81,169,196,304,356,660
PAILON,talla para la edad (t/e),talla normal (t n),2009-10-01,175,134,118,121,154,123,447,378,825
PALCA,talla para la edad (t/e),talla normal (t n),2009-10-01,75,76,22,29,65,62,162,167,329
PALOS BLANCOS,talla para la edad (t/e),talla normal (t n),2009-10-01,210,174,101,91,127,97,438,362,800
PAMPA AULLAGAS,talla para la edad (t/e),talla normal (t n),2009-10-01,13,19,3,13,13,9,29,41,70
PAMPA GRANDE,talla para la edad (t/e),talla normal (t n),2009-10-01,43,42,14,28,23,23,80,93,173
PAPEL PAMPA,talla para la edad (t/e),talla normal (t n),2009-10-01,17,21,20,22,26,35,63,78,141
PASORAPA,talla para la edad (t/e),talla normal (t n),2009-10-01,11,10,26,18,35,37,72,65,137
PATACAMAYA,talla para la edad (t/e),talla normal (t n),2009-10-01,151,143,66,60,63,39,280,242,522
PAZÑA,talla para la edad (t/e),talla normal (t n),2009-10-01,34,37,38,51,50,38,122,126,248
PELECHUCO,talla para la edad (t/e),talla normal (t n),2009-10-01,39,20,14,10,14,12,67,42,109
POCOATA,talla para la edad (t/e),talla normal (t n),2009-10-01,133,156,108,138,94,126,335,420,755
POCONA,talla para la edad (t/e),talla normal (t n),2009-10-01,50,65,39,38,19,23,108,126,234
POJO (CBBA),talla para la edad (t/e),talla normal (t n),2009-10-01,98,88,67,67,51,65,216,220,436
POOPO,talla para la edad (t/e),talla normal (t n),2009-10-01,42,29,17,26,31,67,90,122,212
PORCO,talla para la edad (t/e),talla normal (t n),2009-10-01,67,56,34,35,51,48,152,139,291
POROMA,talla para la edad (t/e),talla normal (t n),2009-10-01,71,57,30,36,68,75,169,168,337
PORONGO,talla para la edad (t/e),talla normal (t n),2009-10-01,58,48,23,29,40,46,121,123,244
PORTACHUELO,talla para la edad (t/e),talla normal (t n),2009-10-01,83,102,58,47,80,69,221,218,439
PORVENIR,talla para la edad (t/e),talla normal (t n),2009-10-01,51,48,48,38,61,61,160,147,307
POSTRER VALLE,talla para la edad (t/e),talla normal (t n),2009-10-01,9,3,7,8,0,5,16,16,32
POTOSI,talla para la edad (t/e),talla normal (t n),2009-10-01,1007,975,438,425,491,481,1936,1881,3817
PRESTO,talla para la edad (t/e),talla normal (t n),2009-10-01,80,72,53,59,113,99,246,230,476
PUCARA,talla para la edad (t/e),talla normal (t n),2009-10-01,7,12,9,11,6,10,22,33,55
PUCARANI,talla para la edad (t/e),talla normal (t n),2009-10-01,185,163,89,109,100,110,374,382,756
PUERTO ACOSTA,talla para la edad (t/e),talla normal (t n),2009-10-01,110,95,61,62,46,34,217,191,408
PUERTO CARABUCO,talla para la edad (t/e),talla normal (t n),2009-10-01,63,63,40,31,45,37,148,131,279
PUERTO GONZALO MORENO,talla para la edad (t/e),talla normal (t n),2009-10-01,43,58,42,31,37,41,122,130,252
PUERTO PEREZ,talla para la edad (t/e),talla normal (t n),2009-10-01,26,25,16,21,22,33,64,79,143
PUERTO QUIJARRO,talla para la edad (t/e),talla normal (t n),2009-10-01,136,120,55,54,27,27,218,201,419
PUERTO RICO,talla para la edad (t/e),talla normal (t n),2009-10-01,49,61,37,38,31,39,117,138,255
PUERTO SILES,talla para la edad (t/e),talla normal (t n),2009-10-01,6,17,10,8,25,23,41,48,89
PUERTO SUAREZ,talla para la edad (t/e),talla normal (t n),2009-10-01,115,124,34,40,38,39,187,203,390
PUERTO VILLARROEL,talla para la edad (t/e),talla normal (t n),2009-10-01,430,381,266,251,223,234,919,866,1785
PUNA,talla para la edad (t/e),talla normal (t n),2009-10-01,197,178,141,135,175,193,513,506,1019
PUNATA,talla para la edad (t/e),talla normal (t n),2009-10-01,252,254,155,122,101,67,508,443,951
QUIABAYA,talla para la edad (t/e),talla normal (t n),2009-10-01,6,8,3,8,6,13,15,29,44
QUILLACOLLO,talla para la edad (t/e),talla normal (t n),2009-10-01,15382,364,185,182,207,185,15774,731,16505
QUIME,talla para la edad (t/e),talla normal (t n),2009-10-01,82,61,35,38,79,80,196,179,375
QUIRUSILLAS,talla para la edad (t/e),talla normal (t n),2009-10-01,8,5,9,11,7,10,24,26,50
RAVELO,talla para la edad (t/e),talla normal (t n),2009-10-01,131,146,87,99,201,142,419,387,806
REYES,talla para la edad (t/e),talla normal (t n),2009-10-01,71,92,34,49,44,47,149,188,337
RIBERALTA,talla para la edad (t/e),talla normal (t n),2009-10-01,567,567,415,332,286,243,1268,1142,2410
ROBORE,talla para la edad (t/e),talla normal (t n),2009-10-01,125,112,73,73,86,90,284,275,559
RURRENABAQUE,talla para la edad (t/e),talla normal (t n),2009-10-01,4,9,4,3,2,1,10,13,23
SABAYA,talla para la edad (t/e),talla normal (t n),2009-10-01,18,19,17,16,12,14,47,49,96
SACABA,talla para la edad (t/e),talla normal (t n),2009-10-01,612,553,331,372,236,245,1179,1170,2349
SACABAMBA,talla para la edad (t/e),talla normal (t n),2009-10-01,24,37,34,27,67,51,125,115,240
SACACA,talla para la edad (t/e),talla normal (t n),2009-10-01,105,127,59,70,83,97,247,294,541
SAIPINA,talla para la edad (t/e),talla normal (t n),2009-10-01,69,41,32,19,38,48,139,108,247
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla normal (t n),2009-10-01,61,50,80,60,89,73,230,183,413
SAMAIPATA,talla para la edad (t/e),talla normal (t n),2009-10-01,65,47,43,30,59,44,167,121,288
SAN AGUSTIN,talla para la edad (t/e),talla normal (t n),2009-10-01,11,11,8,1,16,26,35,38,73
SAN ANDRES,talla para la edad (t/e),talla normal (t n),2009-10-01,59,49,47,50,146,81,252,180,432
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-10-01,18,20,6,15,14,13,38,48,86
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla normal (t n),2009-10-01,9,9,4,7,4,9,17,25,42
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla normal (t n),2009-10-01,48,36,41,44,86,102,175,182,357
SAN BENITO,talla para la edad (t/e),talla normal (t n),2009-10-01,118,100,49,66,71,83,238,249,487
SAN BORJA,talla para la edad (t/e),talla normal (t n),2009-10-01,350,336,196,178,240,228,786,742,1528
SAN BUENA VENTURA,talla para la edad (t/e),talla normal (t n),2009-10-01,76,73,47,30,33,28,156,131,287
SAN CARLOS,talla para la edad (t/e),talla normal (t n),2009-10-01,106,108,59,53,55,54,220,215,435
SAN IGNACIO,talla para la edad (t/e),talla normal (t n),2009-10-01,81,93,74,59,113,125,268,277,545
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla normal (t n),2009-10-01,60,54,41,53,60,50,161,157,318
SAN JAVIER(BNI),talla para la edad (t/e),talla normal (t n),2009-10-01,5,14,8,7,14,16,27,37,64
SAN JAVIER(STC),talla para la edad (t/e),talla normal (t n),2009-10-01,48,80,64,37,58,59,170,176,346
SAN JOAQUIN,talla para la edad (t/e),talla normal (t n),2009-10-01,28,40,26,20,32,18,86,78,164
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla normal (t n),2009-10-01,126,146,83,78,87,82,296,306,602
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla normal (t n),2009-10-01,32,28,19,22,30,45,81,95,176
SAN JULIAN,talla para la edad (t/e),talla normal (t n),2009-10-01,69,49,48,50,77,85,194,184,378
SAN LORENZO(PND),talla para la edad (t/e),talla normal (t n),2009-10-01,23,24,15,9,16,17,54,50,104
SAN LORENZO(TJA),talla para la edad (t/e),talla normal (t n),2009-10-01,124,122,91,99,81,84,296,305,601
SAN LUCAS,talla para la edad (t/e),talla normal (t n),2009-10-01,257,278,227,224,465,432,949,934,1883
SAN MATIAS,talla para la edad (t/e),talla normal (t n),2009-10-01,78,75,45,34,41,33,164,142,306
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla normal (t n),2009-10-01,7,2,5,9,6,9,18,20,38
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla normal (t n),2009-10-01,14,13,11,16,19,21,44,50,94
SAN PEDRO,talla para la edad (t/e),talla normal (t n),2009-10-01,117,88,84,79,112,104,313,271,584
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla normal (t n),2009-10-01,156,147,122,107,91,80,369,334,703
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla normal (t n),2009-10-01,16,17,12,5,8,15,36,37,73
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla normal (t n),2009-10-01,3,1,2,3,4,2,9,6,15
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla normal (t n),2009-10-01,20,22,10,12,14,16,44,50,94
SAN PEDRO(PND),talla para la edad (t/e),talla normal (t n),2009-10-01,4,7,2,2,7,5,13,14,27
SAN RAFAEL,talla para la edad (t/e),talla normal (t n),2009-10-01,9,6,3,9,9,9,21,24,45
SAN RAMON,talla para la edad (t/e),talla normal (t n),2009-10-01,23,32,14,16,23,19,60,67,127
SANTA ANA,talla para la edad (t/e),talla normal (t n),2009-10-01,180,167,103,76,46,62,329,305,634
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla normal (t n),2009-10-01,5099,4426,2118,2008,1846,1645,9063,8079,17142
SANTA ROSA,talla para la edad (t/e),talla normal (t n),2009-10-01,70,72,43,47,60,48,173,167,340
SANTA ROSA DEL SARA,talla para la edad (t/e),talla normal (t n),2009-10-01,71,74,40,47,60,72,171,193,364
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla normal (t n),2009-10-01,26,40,17,24,10,2,53,66,119
SANTIAGO DE HUARI,talla para la edad (t/e),talla normal (t n),2009-10-01,53,50,44,45,52,58,149,153,302
SANTIAGO DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-10-01,23,14,11,17,17,12,51,43,94
SANTIVAÑES,talla para la edad (t/e),talla normal (t n),2009-10-01,2,3,0,1,3,2,5,6,11
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla normal (t n),2009-10-01,4,3,7,8,7,4,18,15,33
SAPAHAQUI,talla para la edad (t/e),talla normal (t n),2009-10-01,75,49,37,47,52,61,164,157,321
SENA,talla para la edad (t/e),talla normal (t n),2009-10-01,89,95,24,19,18,26,131,140,271
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla normal (t n),2009-10-01,145,148,109,90,98,97,352,335,687
SICAYA,talla para la edad (t/e),talla normal (t n),2009-10-01,22,14,7,10,5,5,34,29,63
SIPE SIPE,talla para la edad (t/e),talla normal (t n),2009-10-01,258,277,184,147,119,105,561,529,1090
SOPACHUY,talla para la edad (t/e),talla normal (t n),2009-10-01,44,67,52,43,74,74,170,184,354
SORACACHI,talla para la edad (t/e),talla normal (t n),2009-10-01,72,80,51,54,78,63,201,197,398
SORATA,talla para la edad (t/e),talla normal (t n),2009-10-01,171,138,64,70,96,94,331,302,633
SUCRE,talla para la edad (t/e),talla normal (t n),2009-10-01,764,671,383,342,451,480,1598,1493,3091
TACACOMA,talla para la edad (t/e),talla normal (t n),2009-10-01,58,40,30,20,23,32,111,92,203
TACOBAMBA,talla para la edad (t/e),talla normal (t n),2009-10-01,67,65,33,44,32,31,132,140,272
TACOPAYA,talla para la edad (t/e),talla normal (t n),2009-10-01,83,62,60,64,54,67,197,193,390
TAHUA,talla para la edad (t/e),talla normal (t n),2009-10-01,7,4,2,4,3,5,12,13,25
TAPACARI,talla para la edad (t/e),talla normal (t n),2009-10-01,181,155,110,107,119,123,410,385,795
TARABUCO,talla para la edad (t/e),talla normal (t n),2009-10-01,128,100,96,79,203,225,427,404,831
TARACO,talla para la edad (t/e),talla normal (t n),2009-10-01,23,15,23,9,20,17,66,41,107
TARATA,talla para la edad (t/e),talla normal (t n),2009-10-01,87,95,46,49,31,26,164,170,334
TARIJA,talla para la edad (t/e),talla normal (t n),2009-10-01,1091,995,666,618,540,493,2297,2106,4403
TARVITA,talla para la edad (t/e),talla normal (t n),2009-10-01,122,117,75,96,190,193,387,406,793
TEOPONTE,talla para la edad (t/e),talla normal (t n),2009-10-01,54,32,28,33,31,35,113,100,213
TIAWANACU,talla para la edad (t/e),talla normal (t n),2009-10-01,81,85,40,35,37,27,158,147,305
TINGUIPAYA,talla para la edad (t/e),talla normal (t n),2009-10-01,108,133,46,47,97,79,251,259,510
TIPUANI,talla para la edad (t/e),talla normal (t n),2009-10-01,71,65,53,48,43,54,167,167,334
TIQUIPAYA,talla para la edad (t/e),talla normal (t n),2009-10-01,185,244,193,138,126,120,504,502,1006
TIRAQUE (CBBA),talla para la edad (t/e),talla normal (t n),2009-10-01,195,159,88,100,106,119,389,378,767
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla normal (t n),2009-10-01,5,4,6,3,11,11,22,18,40
TOCO,talla para la edad (t/e),talla normal (t n),2009-10-01,63,49,59,38,74,65,196,152,348
TODOS SANTOS,talla para la edad (t/e),talla normal (t n),2009-10-01,1,1,2,1,1,2,4,4,8
TOLATA,talla para la edad (t/e),talla normal (t n),2009-10-01,35,55,28,23,25,23,88,101,189
TOLEDO,talla para la edad (t/e),talla normal (t n),2009-10-01,24,25,25,28,10,17,59,70,129
TOMAVE,talla para la edad (t/e),talla normal (t n),2009-10-01,74,74,43,49,59,57,176,180,356
TOMINA,talla para la edad (t/e),talla normal (t n),2009-10-01,73,72,54,54,155,171,282,297,579
TORO TORO,talla para la edad (t/e),talla normal (t n),2009-10-01,85,88,60,54,44,59,189,201,390
TOTORA(CBBA),talla para la edad (t/e),talla normal (t n),2009-10-01,123,123,80,80,49,54,252,257,509
TOTORA(ORR),talla para la edad (t/e),talla normal (t n),2009-10-01,25,35,21,17,28,20,74,72,146
TRIGAL,talla para la edad (t/e),talla normal (t n),2009-10-01,14,11,19,10,14,15,47,36,83
TRINIDAD,talla para la edad (t/e),talla normal (t n),2009-10-01,526,514,224,209,197,226,947,949,1896
TUPIZA,talla para la edad (t/e),talla normal (t n),2009-10-01,247,224,173,166,233,229,653,619,1272
TURCO,talla para la edad (t/e),talla normal (t n),2009-10-01,33,33,14,21,26,22,73,76,149
UMALA,talla para la edad (t/e),talla normal (t n),2009-10-01,54,48,57,33,40,36,151,117,268
UNCIA,talla para la edad (t/e),talla normal (t n),2009-10-01,140,134,62,57,61,72,263,263,526
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla normal (t n),2009-10-01,85,84,58,80,76,101,219,265,484
URUBICHA,talla para la edad (t/e),talla normal (t n),2009-10-01,70,68,73,58,168,217,311,343,654
UYUNI,talla para la edad (t/e),talla normal (t n),2009-10-01,224,185,101,107,79,58,404,350,754
VACAS,talla para la edad (t/e),talla normal (t n),2009-10-01,39,54,59,50,110,111,208,215,423
VALLEGRANDE,talla para la edad (t/e),talla normal (t n),2009-10-01,95,88,53,61,78,71,226,220,446
VIACHA,talla para la edad (t/e),talla normal (t n),2009-10-01,317,297,169,121,128,147,614,565,1179
VILA VILA,talla para la edad (t/e),talla normal (t n),2009-10-01,34,31,21,25,29,30,84,86,170
VILLA MONTES,talla para la edad (t/e),talla normal (t n),2009-10-01,248,274,221,189,101,105,570,568,1138
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla normal (t n),2009-10-01,29,27,29,23,16,30,74,80,154
VILLA RIVERO,talla para la edad (t/e),talla normal (t n),2009-10-01,55,23,30,13,30,15,115,51,166
VILLA SERRANO,talla para la edad (t/e),talla normal (t n),2009-10-01,93,82,68,53,133,151,294,286,580
VILLA TUNARI,talla para la edad (t/e),talla normal (t n),2009-10-01,503,422,283,278,371,367,1157,1067,2224
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla normal (t n),2009-10-01,53,64,41,41,140,132,234,237,471
VILLAZON,talla para la edad (t/e),talla normal (t n),2009-10-01,306,281,191,193,167,173,664,647,1311
VINTO,talla para la edad (t/e),talla normal (t n),2009-10-01,340,288,201,153,117,102,658,543,1201
VITICHI,talla para la edad (t/e),talla normal (t n),2009-10-01,74,59,49,44,64,83,187,186,373
WALDO BALLIVIAN,talla para la edad (t/e),talla normal (t n),2009-10-01,10,15,5,11,7,10,22,36,58
WARNES,talla para la edad (t/e),talla normal (t n),2009-10-01,329,257,160,178,154,184,643,619,1262
YACO,talla para la edad (t/e),talla normal (t n),2009-10-01,55,63,23,28,36,38,114,129,243
YACUIBA,talla para la edad (t/e),talla normal (t n),2009-10-01,206,184,132,114,127,100,465,398,863
YAMPARAEZ,talla para la edad (t/e),talla normal (t n),2009-10-01,43,59,37,50,120,116,200,225,425
YANACACHI,talla para la edad (t/e),talla normal (t n),2009-10-01,31,43,10,31,18,25,59,99,158
YAPACANI,talla para la edad (t/e),talla normal (t n),2009-10-01,255,285,214,167,201,212,670,664,1334
YOCALLA,talla para la edad (t/e),talla normal (t n),2009-10-01,30,38,37,37,29,29,96,104,200
YOTALA,talla para la edad (t/e),talla normal (t n),2009-10-01,60,59,39,49,102,96,201,204,405
YUNCHARA,talla para la edad (t/e),talla normal (t n),2009-10-01,40,29,47,35,83,74,170,138,308
ZUDAÑEZ,talla para la edad (t/e),talla normal (t n),2009-10-01,63,58,56,47,106,93,225,198,423
ACACIO,talla para la edad (t/e),talla normal (t n),2009-11-01,40,34,27,21,42,23,109,78,187
ACHACACHI,talla para la edad (t/e),talla normal (t n),2009-11-01,252,269,155,127,177,164,584,560,1144
ACHOCALLA,talla para la edad (t/e),talla normal (t n),2009-11-01,9,2,5,7,2,6,16,15,31
AIQUILE,talla para la edad (t/e),talla normal (t n),2009-11-01,186,164,109,120,150,124,445,408,853
ALALAY,talla para la edad (t/e),talla normal (t n),2009-11-01,23,20,5,6,13,9,41,35,76
ALCALA,talla para la edad (t/e),talla normal (t n),2009-11-01,20,14,18,19,55,63,93,96,189
ANCORAIMES,talla para la edad (t/e),talla normal (t n),2009-11-01,62,45,31,27,48,28,141,100,241
ANDAMARCA,talla para la edad (t/e),talla normal (t n),2009-11-01,21,24,19,16,52,39,92,79,171
ANTEQUERA,talla para la edad (t/e),talla normal (t n),2009-11-01,18,24,14,14,14,10,46,48,94
ANZALDO,talla para la edad (t/e),talla normal (t n),2009-11-01,43,40,48,52,38,31,129,123,252
APOLO,talla para la edad (t/e),talla normal (t n),2009-11-01,64,50,65,46,72,67,201,163,364
ARAMPAMPA,talla para la edad (t/e),talla normal (t n),2009-11-01,21,24,13,27,36,30,70,81,151
ARANI,talla para la edad (t/e),talla normal (t n),2009-11-01,117,101,108,44,54,49,279,194,473
ARBIETO,talla para la edad (t/e),talla normal (t n),2009-11-01,161,80,61,71,122,159,344,310,654
ARQUE,talla para la edad (t/e),talla normal (t n),2009-11-01,128,297,75,79,106,93,309,469,778
ATOCHA,talla para la edad (t/e),talla normal (t n),2009-11-01,48,58,45,40,46,49,139,147,286
AUCAPATA,talla para la edad (t/e),talla normal (t n),2009-11-01,18,19,11,14,14,11,43,44,87
AYATA,talla para la edad (t/e),talla normal (t n),2009-11-01,50,40,36,26,28,39,114,105,219
AYO AYO,talla para la edad (t/e),talla normal (t n),2009-11-01,54,47,25,34,16,10,95,91,186
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla normal (t n),2009-11-01,215,189,123,131,98,102,436,422,858
AZURDUY,talla para la edad (t/e),talla normal (t n),2009-11-01,42,52,39,38,73,97,154,187,341
BATALLAS,talla para la edad (t/e),talla normal (t n),2009-11-01,97,110,56,56,32,27,185,193,378
BAURES,talla para la edad (t/e),talla normal (t n),2009-11-01,37,29,17,13,28,35,82,77,159
BELEN DE ANDAMARCA,talla para la edad (t/e),talla normal (t n),2009-11-01,6,7,4,2,9,9,19,18,37
BELEN DE URMIRI,talla para la edad (t/e),talla normal (t n),2009-11-01,12,17,9,7,12,7,33,31,64
BELLA FLOR,talla para la edad (t/e),talla normal (t n),2009-11-01,8,13,15,12,19,27,42,52,94
BERMEJO,talla para la edad (t/e),talla normal (t n),2009-11-01,153,149,93,68,30,89,276,306,582
BETANZOS,talla para la edad (t/e),talla normal (t n),2009-11-01,198,210,122,124,150,152,470,486,956
BOLIVAR,talla para la edad (t/e),talla normal (t n),2009-11-01,46,53,29,47,44,135,119,235,354
BOLPEBRA,talla para la edad (t/e),talla normal (t n),2009-11-01,16,8,4,15,12,10,32,33,65
BOYUIBE,talla para la edad (t/e),talla normal (t n),2009-11-01,23,29,15,18,33,32,71,79,150
BUENA VISTA,talla para la edad (t/e),talla normal (t n),2009-11-01,44,34,36,18,41,33,121,85,206
CABEZAS,talla para la edad (t/e),talla normal (t n),2009-11-01,108,117,93,67,111,90,312,274,586
CAIROMA,talla para la edad (t/e),talla normal (t n),2009-11-01,45,53,36,23,45,39,126,115,241
"CAIZA ""D""",talla para la edad (t/e),talla normal (t n),2009-11-01,60,63,33,47,42,41,135,151,286
CAJUATA,talla para la edad (t/e),talla normal (t n),2009-11-01,63,65,33,33,36,35,132,133,265
CALACOTO,talla para la edad (t/e),talla normal (t n),2009-11-01,25,42,32,14,21,42,78,98,176
CALAMARCA,talla para la edad (t/e),talla normal (t n),2009-11-01,70,68,36,49,42,36,148,153,301
CAMARGO,talla para la edad (t/e),talla normal (t n),2009-11-01,483,97,72,73,131,140,686,310,996
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla normal (t n),2009-11-01,23,17,20,19,29,35,72,71,143
CAMIRI,talla para la edad (t/e),talla normal (t n),2009-11-01,79,67,39,32,72,56,190,155,345
CAPINOTA,talla para la edad (t/e),talla normal (t n),2009-11-01,230,188,135,96,92,82,457,366,823
CAQUIAVIRI,talla para la edad (t/e),talla normal (t n),2009-11-01,65,40,20,26,35,30,120,96,216
CARACOLLO,talla para la edad (t/e),talla normal (t n),2009-11-01,152,174,103,92,66,66,321,332,653
CARANAVI,talla para la edad (t/e),talla normal (t n),2009-11-01,435,396,271,227,246,244,952,867,1819
CARANGAS,talla para la edad (t/e),talla normal (t n),2009-11-01,2,0,0,1,1,0,3,1,4
CARAPARI,talla para la edad (t/e),talla normal (t n),2009-11-01,112,110,103,94,74,58,289,262,551
CARIPUYO,talla para la edad (t/e),talla normal (t n),2009-11-01,58,61,34,43,52,42,144,146,290
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla normal (t n),2009-11-01,17,28,17,18,16,18,50,64,114
CATACORA,talla para la edad (t/e),talla normal (t n),2009-11-01,5,3,1,4,6,7,12,14,26
