municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ARANI,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,1,0,2,0,0,0,3,3
AYO AYO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
AZURDUY,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,4,0,0,0,4,4
BATALLAS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,2,0,3,3
BETANZOS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,0,0,1,0,1,1
BUENA VISTA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,1,1,0,0,1,1,2
CAMARGO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,1,0,2,2
CARANAVI,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,1,0,0,5,0,0,1,5,6
CARAPARI,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,0,0,0,2,2
CHALLAPATA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,1,0,1,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CHUMA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CLIZA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,4,0,1,2,0,0,5,2,7
COBIJA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,violencia  intrafamiliar,intrafamiliar,2007-09-01,1,0,1,0,0,2,2,13,0,0,4,15,19
COIPASA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,1,0,0,0,1,0,1
COLOMI,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,6,0,0,0,6,6
COLQUENCHA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,2,2,0,0,2,2,4
COMARAPA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CORQUE,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COTOCA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,1,1,0,0,1,1,2
CUATRO CAÑADAS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,5,0,0,0,5,5
EL ALTO,violencia  intrafamiliar,intrafamiliar,2007-09-01,2,1,1,2,3,2,3,63,0,1,9,69,78
EL CHORO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,1,1,0,0,1,1,2
EL PUENTE(TJA),violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,2,1,0,0,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,1,0,1,0,0,0,2,2
HUACARETA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,0,0,1,0,1,1
IXIAMAS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
LA ASUNTA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,3,0,0,0,3,3
LA GUARDIA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,9,0,0,0,9,9
LA PAZ,violencia  intrafamiliar,intrafamiliar,2007-09-01,1,1,1,1,6,5,5,48,0,3,13,58,71
LLALLAGUA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,10,0,0,0,10,10
LURIBAY,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MINEROS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,0,0,0,2,2
MIZQUE,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,1,0,15,3,0,3,16,19
MONTEAGUDO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,3,0,0,0,3,3
MOROCHATA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,1,1,0,0,1,1,2
ORURO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,1,0,1,0,0,5,0,0,2,5,7
PALOS BLANCOS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,1,1,1,3,4
POCONA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,2,2,0,0,2,2,4
POOPO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO ACOSTA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,0,0,0,2,2
PUERTO RICO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO SUAREZ,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNATA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,1,8,0,1,1,9,10
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar,2007-09-01,1,0,0,0,0,2,0,6,0,0,1,8,9
RIBERALTA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ROBORE,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
RURRENABAQUE,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SABAYA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SACABA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,1,0,1,1,12,0,1,1,15,16
SACACA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SAIPINA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN BENITO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN IGNACIO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,1,0,2,0,0,0,3,3
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,1,2,0,0,1,2,3
SAN JULIAN,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN LUCAS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SAN MATIAS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,1,0,1,0,0,0,2,2
SANTA ANA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,1,0,0,5,0,0,1,5,6
SANTA ROSA DEL SARA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SIPE SIPE,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,1,0,5,0,0,0,6,6
SOPACHUY,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SORATA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SUCRE,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,10,0,0,0,10,10
TARABUCO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TARATA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,1,1,0,0,1,1,2
TARVITA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TIPUANI,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,3,0,0,0,3,3
TOLEDO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TOTORA(CBBA),violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,0,1,0,3,3
TUPIZA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,1,1,0,9,0,1,1,11,12
UNCIA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VACAS,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA RIVERO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,1,0,1,0,3,0,0,0,5,5
VILLA TUNARI,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,1,1,6,0,0,1,7,8
VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLAZON,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,3,18,0,1,3,19,22
YACUIBA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,1,0,0,0,0,0,1,1
YOTALA,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,0,0,0,2,2
ACACIO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
AIQUILE,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
APOLO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,1,0,0,1,1,2
ARANI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,2,0,0,1,2,3
ASCENCION DE GUARAYOS,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,5,0,0,1,5,6
AYATA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,2,0,0,0,2,2
AZURDUY,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,1,0,2,2
BERMEJO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,1,0,2,2
BETANZOS,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,1,0,1,1,2
CABEZAS,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,1,0,0,1,1,2
"CAIZA ""D""",violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
CAMIRI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CAPINOTA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,1,0,0,0,0,2,0,0,1,2,3
CARANAVI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,1,0,0,1,1,2
CHACARILLA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CLIZA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,3,8,0,1,3,9,12
COBIJA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,2,0,0,0,2,2
COCHABAMBA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,2,0,0,14,0,0,2,14,16
COLOMI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,1,0,0,4,0,1,1,5,6
COLPA BELGICA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COLQUENCHA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,2,0,0,0,2,2
COMARAPA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,3,0,0,0,3,3
COPACABANA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COTOCA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,3,0,0,1,3,4
CUCHUMUELA (V. G. VILLARROEL),violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CULPINA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CURAHUARA DE CARANGAS,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,1,1,1,2,3
CURVA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,0,0,0,1,0,1
EL ALTO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,3,4,1,9,1,82,0,1,5,96,101
EL PUENTE(TJA),violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,3,0,0,0,3,3
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,2,0,0,1,2,3
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,3,0,0,1,3,4
GUAYARAMERIN,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
HUANUNI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
INCAHUASI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,2,0,0,1,2,3
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
LA ASUNTA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,2,0,0,0,2,2
LA GUARDIA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,1,1,0,0,0,2,10,0,0,3,11,14
LA PAZ,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,3,2,10,8,7,52,1,1,21,63,84
LLALLAGUA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,1,0,0,12,0,0,1,12,13
MAGDALENA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MECAPACA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MINEROS,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,2,0,0,0,2,2
MIZQUE,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,2,15,0,1,2,16,18
MOJOCOYA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,5,0,1,0,6,6
MONTEAGUDO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,1,1,1,0,1,0,3,1,4
MOROCHATA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,1,0,1,0,0,0,2,2
ORURO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,1,0,0,0,2,10,0,0,3,10,13
PAZÑA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
POCOATA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,2,0,0,0,2,2
POCONA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
POJO (CBBA),violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,1,0,0,5,0,0,1,5,6
PUCARA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO SUAREZ,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNATA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,9,0,0,1,9,10
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,3,0,5,0,32,0,40,0,40
RAVELO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,0,1,0,1,0,1
RIBERALTA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SACABA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,2,1,15,0,1,1,18,19
SACACA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,3,0,0,0,3,3
SAN BENITO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,2,0,0,4,0,0,2,4,6
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,1,1,0,2,0,0,1,3,4
SAN LUCAS,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN MATIAS,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN PEDRO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,5,0,0,1,5,6
SICAYA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SIPE SIPE,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,1,0,8,0,0,0,9,9
SORATA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,4,0,1,1,5,6
SUCRE,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,7,0,0,1,7,8
TACACHI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TARIJA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TARVITA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,5,1,0,2,5,7
TIPUANI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,5,0,0,0,5,5
TIQUIPAYA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,5,1,6,0,10,0,1,1,22,23
TIRAQUE (CBBA),violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,1,0,0,1,1,2
TOCO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TOMINA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,3,0,0,0,3,3
TORO TORO,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,1,0,0,0,0,0,1,0,0,0,2,2
TOTORA(CBBA),violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,1,0,0,1,1,2
TUPIZA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,1,1,0,1,0,4,0,0,1,6,7
URIONDO (A. CONCEPCION),violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,1,0,0,1,0,0,1,1,2
VACAS,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,2,2,0,0,2,2,4
VILA VILA,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA MONTES,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,2,0,2,11,0,0,4,11,15
VILLA TUNARI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,10,0,0,0,10,10
VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLAZON,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,18,0,1,1,19,20
WARNES,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,1,1,0,0,1,1,2
YAMPARAEZ,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
YAPACANI,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,1,0,0,1,0,0,1,1,2
ZUDAÑEZ,violencia  intrafamiliar,intrafamiliar,2007-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
ACACIO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
ACHACACHI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHOCALLA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
AIQUILE,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,4,0,1,1,5,6
ALCALA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,0,0,1,0,1,1
APOLO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
ARANI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
AYATA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,1,0,2,0,0,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,1,1,5,0,0,1,6,7
BETANZOS,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,2,2,0,0,2,2,4
"CAIZA ""D""",violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,1,0,0,0,0,0,0,0,1,1
CAPINOTA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
CARANAVI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,1,1,1,1,0,0,2,2,4
CHALLAPATA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CLIZA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,2,8,1,3,3,11,14
COCHABAMBA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,1,0,0,0,5,14,0,0,6,14,20
COLOMI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,5,0,0,1,5,6
COLQUENCHA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,1,0,0,1,1,2
COROICO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,1,0,0,2,4,0,0,2,5,7
COTOCA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,1,0,0,1,0,1,0,0,1,2,3
CUCHUMUELA (V. G. VILLARROEL),violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CULPINA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,1,0,1,6,3,66,0,0,5,72,77
EL TORNO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
EL VILLAR,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,0,0,0,1,0,1
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
FERNANDEZ ALONSO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
GUAYARAMERIN,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
HUACARETA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
HUANUNI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
INCAHUASI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,3,0,0,0,3,3
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,2,0,1,0,0,0,3,3
LA ASUNTA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,4,0,0,1,4,5
LA GUARDIA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,2,8,10,16,53,1,1,25,66,91
LLALLAGUA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,3,0,2,9,1,2,6,11,17
LORETO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
LURIBAY,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
MAIRANA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,1,0,1,0,0,0,2,2
